YMD_ID|HH_ID|DAY_CLS|WKDAY_HLDAY_CLS|WTHR_GRP_CD|BUS_ROUTE_ID|BUS_CO_ID|BUS_STTN_ID|USR_TYPE|GETON_CNT|GETOFF_CNT|TRANSF_PSNGR_CNT|DRVN_INCOME|TRANSF_PAY|ETL_TYPE|ETL_DATE
20220603|00|1506|2801||30300128|130710001|3014014|9701|1|14|0|2900|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|3014017|9701|1|0|0|1700|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|3014025|9701|0|1|0|0|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|3053004|9701|11|4|1|18200|300|0603|2022-06-14 07:31:28
20220603|00|1506|2801||30300128|130710001|3053004|9702|1|0|0|1100|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|3053005|9701|2|7|0|4300|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|3054003|9701|8|4|0|14500|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|3054003|9702|0|1|0|300|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|3056002|9701|19|1|1|31200|300|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|3056002|9702|7|0|0|7700|0|0603|2022-06-14 07:31:24
20220603|00|1506|2801||30300128|130710001|3056003|9701|3|9|0|6300|0|0603|2022-06-14 07:31:28
20220603|00|1506|2801||30300128|130710001|3062004|9701|5|6|0|9700|0|0603|2022-06-14 07:31:26
20220603|00|1506|2801||30300128|130710001|3062004|9702|5|0|0|5500|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|3062006|9701|3|2|0|5400|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|3062007|9701|1|3|0|2600|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|8001420|9701|0|6|0|1800|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|8001420|9702|0|1|0|300|0|0603|2022-06-14 07:31:28
20220603|00|1506|2801||30300128|130710001|8007052|9701|2|2|0|4000|0|0603|2022-06-14 07:31:26
20220603|00|1506|2801||30300128|130710001|8007053|9701|1|4|0|2000|0|0603|2022-06-14 07:31:28
20220603|00|1506|2801||30300128|130710001|8007055|9701|0|14|0|5700|0|0603|2022-06-14 07:31:28
20220603|00|1506|2801||30300128|130710001|8007057|9701|5|1|1|7100|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|8007080|9701|1|0|0|1700|0|0603|2022-06-14 07:31:28
20220603|00|1506|2801||30300128|130710001|8007268|9701|0|27|0|8100|0|0603|2022-06-14 07:31:28
20220603|00|1506|2801||30300128|130710001|8007268|9702|0|15|0|4500|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|8007270|9701|0|3|0|900|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|8007272|9701|0|6|0|1800|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|8007272|9702|0|5|0|1500|0|0603|2022-06-14 07:31:24
20220603|00|1506|2801||30300128|130710001|8007274|9701|0|22|0|6600|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|8007274|9702|0|12|0|3600|0|0603|2022-06-14 07:31:28
20220603|00|1506|2801||30300128|130710001|8007276|9701|0|2|0|600|0|0603|2022-06-14 07:31:28
20220603|00|1506|2801||30300128|130710001|8007280|9701|0|8|0|2700|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|8007290|9701|0|13|0|3900|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|8007291|9701|0|1|0|300|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|8007292|9701|2|7|0|4000|0|0603|2022-06-14 07:31:24
20220603|00|1506|2801||30300128|130710001|8007292|9702|0|1|0|0|0|0603|2022-06-14 07:31:28
20220603|00|1506|2801||30300128|130710001|8007293|9701|2|4|0|4600|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|8007294|9701|5|9|2|6600|600|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|8007294|9702|3|0|1|2200|0|0603|2022-06-14 07:31:24
20220603|00|1506|2801||30300128|130710001|8007295|9701|5|3|0|9400|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|8007295|9702|0|1|0|300|0|0603|2022-06-14 07:31:28
20220603|00|1506|2801||30300128|130710001|8007296|9701|11|8|2|16500|600|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|8007296|9702|2|0|0|2200|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|8007297|9701|1|1|0|2000|0|0603|2022-06-14 07:31:26
20220603|00|1506|2801||30300128|130710001|8007298|9701|1|0|0|1700|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|8007300|9701|0|2|0|0|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|8007401|9701|1|5|0|2000|0|0603|2022-06-14 07:31:28
20220603|00|1506|2801||30300128|130710001|8007492|9701|0|1|0|300|0|0603|2022-06-14 07:31:25
20220603|00|1506|2801||30300128|130710001|8007493|9701|2|0|0|3400|0|0603|2022-06-14 07:31:25
20220603|05|1506|2801||30300002|130010007|8001097|9701|14|1|3|13750|0|0603|2022-06-14 07:31:28
20220603|05|1506|2801||30300002|130010007|8001178|9701|10|0|0|12500|0|0603|2022-06-14 07:31:28
20220603|05|1506|2801||30300002|130010007|8001200|9701|3|0|0|3750|0|0603|2022-06-14 07:31:24
20220603|05|1506|2801||30300002|130010007|8001230|9701|0|3|0|0|0|0603|2022-06-14 07:31:28
20220603|05|1506|2801||30300002|130010007|8001284|9701|3|0|0|3750|0|0603|2022-06-14 07:31:25
20220603|05|1506|2801||30300002|130010007|8001418|9701|11|10|6|6250|0|0603|2022-06-14 07:31:24
20220603|05|1506|2801||30300002|130010007|8001418|9799|1|0|0|0|0|0603|2022-06-14 07:31:28
20220603|05|1506|2801||30300002|130010007|8001744|9701|2|0|0|2500|0|0603|2022-06-14 07:31:28
20220603|05|1506|2801||30300002|130010007|8001783|9701|4|0|0|5000|0|0603|2022-06-14 07:31:28
20220603|05|1506|2801||30300002|130010007|8001792|9701|9|0|0|11250|0|0603|2022-06-14 07:31:25
20220603|05|1506|2801||30300002|130010007|8001794|9701|8|0|0|10000|0|0603|2022-06-14 07:31:24
20220603|05|1506|2801||30300002|130010007|8001963|9701|6|0|0|7500|0|0603|2022-06-14 07:31:25
20220603|05|1506|2801||30300002|130010007|8001996|9701|4|2|0|5000|0|0603|2022-06-14 07:31:28
20220603|05|1506|2801||30300002|130010007|8002050|9701|3|0|0|3750|0|0603|2022-06-14 07:31:25
20220603|05|1506|2801||30300002|130010007|8002131|9701|2|0|0|2500|0|0603|2022-06-14 07:31:25
20220603|05|1506|2801||30300002|130010007|8002133|9701|2|1|0|2500|0|0603|2022-06-14 07:31:28
20220603|05|1506|2801||30300002|130010007|8002251|9701|1|0|0|1250|0|0603|2022-06-14 07:31:25
20220603|05|1506|2801||30300002|130010007|8002254|9701|11|0|0|13750|0|0603|2022-06-14 07:31:25
20220603|05|1506|2801||30300002|130010007|8002254|9702|1|0|0|750|0|0603|2022-06-14 07:31:28
20220603|05|1506|2801||30300002|130010007|8002437|9701|9|6|5|5000|0|0603|2022-06-14 07:31:28
20220603|05|1506|2801||30300002|130010007|8002437|9702|0|1|0|0|0|0603|2022-06-14 07:31:25
