YMD_ID|HH_ID|DAY_CLS|WKDAY_HLDAY_CLS|WTHR_GRP_CD|BUS_ROUTE_ID|BUS_CO_ID|BUS_STTN_ID|USR_TYPE|GETON_CNT|GETOFF_CNT|TRANSF_PSNGR_CNT|DRVN_INCOME|TRANSF_PAY|ETL_TYPE|ETL_DATE
20220527|00|1506|2801||30300128|130710001|3014014|9701|1|7|0|2000|0|0603|2022-06-07 07:39:29
20220527|00|1506|2801||30300128|130710001|3014014|9702|1|1|0|1100|0|0603|2022-06-07 07:39:29
20220527|00|1506|2801||30300128|130710001|3014017|9701|0|3|0|900|0|0603|2022-06-07 07:39:30
20220527|00|1506|2801||30300128|130710001|3053004|9701|14|12|0|26500|0|0603|2022-06-07 07:39:30
20220527|00|1506|2801||30300128|130710001|3053004|9702|6|0|0|6600|0|0603|2022-06-07 07:39:31
20220527|00|1506|2801||30300128|130710001|3053005|9701|4|5|0|8000|0|0603|2022-06-07 07:39:31
20220527|00|1506|2801||30300128|130710001|3053005|9702|2|2|0|2800|0|0603|2022-06-07 07:39:28
20220527|00|1506|2801||30300128|130710001|3054003|9701|3|7|1|5800|300|0603|2022-06-07 07:39:32
20220527|00|1506|2801||30300128|130710001|3056002|9701|15|7|1|26200|300|0603|2022-06-07 07:39:29
20220527|00|1506|2801||30300128|130710001|3056002|9702|7|0|0|7700|0|0603|2022-06-07 07:39:29
20220527|00|1506|2801||30300128|130710001|3056003|9701|6|15|1|11200|300|0603|2022-06-07 07:39:32
20220527|00|1506|2801||30300128|130710001|3056003|9702|1|3|0|1400|0|0603|2022-06-07 07:39:28
20220527|00|1506|2801||30300128|130710001|3062004|9701|2|2|0|3700|0|0603|2022-06-07 07:39:31
20220527|00|1506|2801||30300128|130710001|3062004|9702|5|0|0|5500|0|0603|2022-06-07 07:39:29
20220527|00|1506|2801||30300128|130710001|3062006|9701|2|1|0|3700|0|0603|2022-06-07 07:39:29
20220527|00|1506|2801||30300128|130710001|3062007|9701|3|2|0|5700|0|0603|2022-06-07 07:39:29
20220527|00|1506|2801||30300128|130710001|8001420|9701|0|11|0|3300|0|0603|2022-06-07 07:39:31
20220527|00|1506|2801||30300128|130710001|8007052|9701|4|4|0|8000|0|0603|2022-06-07 07:39:32
20220527|00|1506|2801||30300128|130710001|8007052|9702|0|1|0|300|0|0603|2022-06-07 07:39:29
20220527|00|1506|2801||30300128|130710001|8007053|9701|1|4|0|2900|0|0603|2022-06-07 07:39:32
20220527|00|1506|2801||30300128|130710001|8007055|9701|0|33|0|11100|0|0603|2022-06-07 07:39:30
20220527|00|1506|2801||30300128|130710001|8007055|9702|0|1|0|300|0|0603|2022-06-07 07:39:31
