YMD_ID|HH_ID|DAY_CLS|WKDAY_HLDAY_CLS|WTHR_GRP_CD|BUS_ROUTE_ID|BUS_CO_ID|BUS_STTN_ID|USR_TYPE|GETON_CNT|GETOFF_CNT|TRANSF_PSNGR_CNT|DRVN_INCOME|TRANSF_PAY|ETL_TYPE|ETL_DATE
20220528|00|1507|2802||30300128|130710001|3014014|9701|3|11|0|6000|0|0603|2022-06-08 07:31:33
20220528|00|1507|2802||30300128|130710001|3014014|9702|0|1|0|0|0|0603|2022-06-08 07:31:33
20220528|00|1507|2802||30300128|130710001|3014017|9701|1|1|0|2000|0|0603|2022-06-08 07:31:33
20220528|00|1507|2802||30300128|130710001|3053004|9701|19|5|0|32900|0|0603|2022-06-08 07:31:31
20220528|00|1507|2802||30300128|130710001|3053004|9702|8|0|0|8800|0|0603|2022-06-08 07:31:32
20220528|00|1507|2802||30300128|130710001|3053005|9701|8|9|0|15700|0|0603|2022-06-08 07:31:31
20220528|00|1507|2802||30300128|130710001|3053005|9702|1|4|0|1400|0|0603|2022-06-08 07:31:30
20220528|00|1507|2802||30300128|130710001|3054003|9701|2|12|0|6700|0|0603|2022-06-08 07:31:34
20220528|00|1507|2802||30300128|130710001|3054003|9702|1|2|0|1100|0|0603|2022-06-08 07:31:32
20220528|00|1507|2802||30300128|130710001|3056002|9701|15|6|1|25900|300|0603|2022-06-08 07:31:34
20220528|00|1507|2802||30300128|130710001|3056002|9702|6|0|0|6600|0|0603|2022-06-08 07:31:32
20220528|00|1507|2802||30300128|130710001|3056003|9701|6|7|0|11400|0|0603|2022-06-08 07:31:32
20220528|00|1507|2802||30300128|130710001|3056003|9702|1|2|0|1100|0|0603|2022-06-08 07:31:32
20220528|00|1507|2802||30300128|130710001|3062004|9701|6|4|0|11100|0|0603|2022-06-08 07:31:32
20220528|00|1507|2802||30300128|130710001|3062004|9702|8|0|0|8800|0|0603|2022-06-08 07:31:34
20220528|00|1507|2802||30300128|130710001|3062006|9701|2|1|0|3700|0|0603|2022-06-08 07:31:30
20220528|00|1507|2802||30300128|130710001|3062007|9701|2|2|1|2600|300|0603|2022-06-08 07:31:30
20220528|00|1507|2802||30300128|130710001|8001420|9701|0|15|0|4500|0|0603|2022-06-08 07:31:32
20220528|00|1507|2802||30300128|130710001|8001420|9702|0|2|0|600|0|0603|2022-06-08 07:31:31
20220528|00|1507|2802||30300128|130710001|8007052|9701|0|3|0|900|0|0603|2022-06-08 07:31:34
20220528|00|1507|2802||30300128|130710001|8007052|9702|0|1|0|0|0|0603|2022-06-08 07:31:31
20220528|00|1507|2802||30300128|130710001|8007053|9701|0|5|0|1200|0|0603|2022-06-08 07:31:31
20220528|00|1507|2802||30300128|130710001|8007055|9701|0|17|0|5400|0|0603|2022-06-08 07:31:32
20220528|00|1507|2802||30300128|130710001|8007055|9702|0|1|0|300|0|0603|2022-06-08 07:31:33
20220528|00|1507|2802||30300128|130710001|8007057|9701|3|1|0|5400|0|0603|2022-06-08 07:31:33
20220528|00|1507|2802||30300128|130710001|8007080|9701|2|0|0|3400|0|0603|2022-06-08 07:31:34
20220528|00|1507|2802||30300128|130710001|8007268|9701|0|5|0|1800|0|0603|2022-06-08 07:31:30
20220528|00|1507|2802||30300128|130710001|8007268|9702|0|6|0|1800|0|0603|2022-06-08 07:31:31
20220528|00|1507|2802||30300128|130710001|8007270|9701|0|1|0|300|0|0603|2022-06-08 07:31:34
20220528|00|1507|2802||30300128|130710001|8007272|9701|1|8|0|3800|0|0603|2022-06-08 07:31:31
20220528|00|1507|2802||30300128|130710001|8007272|9702|0|6|0|1800|0|0603|2022-06-08 07:31:33
20220528|00|1507|2802||30300128|130710001|8007274|9701|0|26|0|7800|0|0603|2022-06-08 07:31:31
20220528|00|1507|2802||30300128|130710001|8007274|9702|0|14|0|4200|0|0603|2022-06-08 07:31:32
20220528|00|1507|2802||30300128|130710001|8007276|9701|0|4|0|1200|0|0603|2022-06-08 07:31:31
20220528|00|1507|2802||30300128|130710001|8007280|9701|1|14|0|6200|0|0603|2022-06-08 07:31:34
20220528|00|1507|2802||30300128|130710001|8007289|9701|1|0|0|1700|0|0603|2022-06-08 07:31:33
20220528|00|1507|2802||30300128|130710001|8007290|9701|1|12|0|5600|0|0603|2022-06-08 07:31:32
