YMD_ID|HH_ID|DAY_CLS|WKDAY_HLDAY_CLS|WTHR_GRP_CD|BUS_ROUTE_ID|BUS_CO_ID|BUS_STTN_ID|USR_TYPE|GETON_CNT|GETOFF_CNT|TRANSF_PSNGR_CNT|DRVN_INCOME|TRANSF_PAY|ETL_TYPE|ETL_DATE
20220520|00|1506|2801||30300128|130710001|3014014|9701|0|7|0|300|0|0603|2022-05-31 16:38:35
20220520|00|1506|2801||30300128|130710001|3014017|9701|1|1|1|300|0|0603|2022-05-31 16:38:37
20220520|00|1506|2801||30300128|130710001|3053004|9701|12|5|1|19600|300|0603|2022-05-31 16:38:34
20220520|00|1506|2801||30300128|130710001|3053004|9702|7|0|0|7700|0|0603|2022-05-31 16:38:35
20220520|00|1506|2801||30300128|130710001|3053005|9701|10|10|1|17700|300|0603|2022-05-31 16:38:37
20220520|00|1506|2801||30300128|130710001|3053005|9702|1|1|0|1100|0|0603|2022-05-31 16:38:35
20220520|00|1506|2801||30300128|130710001|3054003|9701|6|4|0|11100|0|0603|2022-05-31 16:38:35
20220520|00|1506|2801||30300128|130710001|3054003|9702|0|2|0|600|0|0603|2022-05-31 16:38:37
20220520|00|1506|2801||30300128|130710001|3056002|9701|21|6|1|35800|300|0603|2022-05-31 16:38:35
20220520|00|1506|2801||30300128|130710001|3056002|9702|6|0|0|6600|0|0603|2022-05-31 16:38:35
20220520|00|1506|2801||30300128|130710001|3056003|9701|2|7|0|4900|0|0603|2022-05-31 16:38:37
20220520|00|1506|2801||30300128|130710001|3062004|9701|11|3|3|15100|900|0603|2022-05-31 16:38:37
20220520|00|1506|2801||30300128|130710001|3062004|9702|6|0|0|6600|0|0603|2022-05-31 16:38:35
20220520|00|1506|2801||30300128|130710001|3062006|9701|0|6|0|1200|0|0603|2022-05-31 16:38:35
20220520|00|1506|2801||30300128|130710001|3062006|9702|0|1|0|300|0|0603|2022-05-31 16:38:35
20220520|00|1506|2801||30300128|130710001|3062007|9701|0|1|0|0|0|0603|2022-05-31 16:38:37
20220520|00|1506|2801||30300128|130710001|3062007|9702|1|0|0|1100|0|0603|2022-05-31 16:38:35
20220520|00|1506|2801||30300128|130710001|8001420|9701|0|15|0|4500|0|0603|2022-05-31 16:38:35
20220520|00|1506|2801||30300128|130710001|8001420|9702|0|2|0|600|0|0603|2022-05-31 16:38:37
20220520|00|1506|2801||30300128|130710001|8007052|9701|0|4|0|600|0|0603|2022-05-31 16:38:35
20220520|00|1506|2801||30300128|130710001|8007053|9701|2|3|0|3700|0|0603|2022-05-31 16:38:37
20220520|00|1506|2801||30300128|130710001|8007053|9702|0|1|0|0|0|0603|2022-05-31 16:38:35
20220520|00|1506|2801||30300128|130710001|8007055|9701|0|18|0|5400|0|0603|2022-05-31 16:38:35
20220520|00|1506|2801||30300128|130710001|8007055|9702|0|2|0|900|0|0603|2022-05-31 16:38:35
20220520|00|1506|2801||30300128|130710001|8007057|9701|3|2|0|5400|0|0603|2022-05-31 16:38:37
20220520|00|1506|2801||30300128|130710001|8007080|9701|3|3|0|6000|0|0603|2022-05-31 16:38:35
20220520|00|1506|2801||30300128|130710001|8007268|9701|0|20|0|6000|0|0603|2022-05-31 16:38:35
20220520|00|1506|2801||30300128|130710001|8007268|9702|0|21|0|6300|0|0603|2022-05-31 16:38:35
20220520|00|1506|2801||30300128|130710001|8007270|9701|0|2|0|600|0|0603|2022-05-31 16:38:37
