SERIAL_NO|CARD_NO|GETON_YMD|GETON_TM|TRANSACTION_ID|TR_MEANS_TYPE|TRANSF_CNT|BUS_ROUTE_ID|BUS_CO_ID|BUS_CAR_ID|USR_TYPE|DRVN_START_YMD|DRVN_START_TM|GETON_BUS_STTN_ID|GETOFF_YMD|GETOFF_TM|GETOFF_BUS_STTN_ID|YSR_CNT|GETON_PAY|GETOFF_PAY|DRVR_ID|GETON_CALC_YMD|GETOFF_CALC_YMD|ETL_TYPE|ETL_DATE
378442|0000000125038383              |20220528|110854|008|675|0|30300055|130010014|130753208|1|20220528|102206|8002339|20220528|112034|8001529|1|1250|0|      |20220528|20220528|0603|2022-06-08 07:02:41
378444|0000000526433024              |20220528|113907|008|676|0|30300051|130010008|130752102|2|20220528|110828|8001029|20220528|120216|8001927|1|350|0|      |20220528|20220528|0603|2022-06-08 07:02:41
378446|0000000527192671              |20220528|130006|018|674|0|30300002|130010007|130759332|1|20220528|125124|8001792|20220528|130824|8002437|1|1250|0|      |20220528|20220528|0603|2022-06-08 07:02:41
378448|0000000527557131              |20220528|122828|011|675|0|30300055|130010014|130753228|1|20220528|054459|8002339|20220528|125840|8005646|1|1250|0|      |20220528|20220528|0603|2022-06-08 07:02:41
378450|0000000516890305              |20220528|130024|008|675|0|30300101|130010002|130752327|4|20220528|124356|8001029|20220528|133017|8002453|1|750|0|      |20220528|20220528|0603|2022-06-08 07:02:41
378452|0000000094572100              |20220528|125751|029|675|0|30300055|130010014|130753252|1|20220528|121023|8002339|20220528|131135|8001529|1|1250|0|      |20220528|20220528|0603|2022-06-08 07:02:41
378454|0000000107090361              |20220528|133710|028|674|0|30300002|130010007|130759306|4|20220528|113833|8001792|20220528|135646|8001097|1|750|0|      |20220528|20220528|0603|2022-06-08 07:02:41
378456|0000000543618763              |20220528|194211|002|680|0|30300021|130010002|130752555|1|20220528|175601|8001029|20220528|194711|8001489|1|1250|0|      |20220528|20220528|0603|2022-06-08 07:02:41
378458|0000000534040799              |20220528|063309|011|674|0|30300002|130010007|130759321|1|20220528|053905|8001994|20220528|064456|8002743|1|1250|0|      |20220528|20220528|0603|2022-06-08 07:02:41
378460|0000000312545367              |20220528|075102|009|675|0|30300084|130010001|130759756|1|20220528|072306|8001994|20220528|082048|8001357|1|1250|0|      |20220528|20220528|0603|2022-06-08 07:02:41
378462|0000000516892105              |20220528|150635|011|675|0|30300061|130010015|130759617|4|20220528|144507|8001994|20220528|151530|8001624|1|750|0|      |20220528|20220528|0603|2022-06-08 07:02:41
378464|0000000527190997              |20220528|161559|022|676|0|30300036|130010012|130753311|4|20220528|144134|8001994|20220528|164340|8002279|1|750|0|      |20220528|20220528|0603|2022-06-08 07:02:41
378871|0000000715593981              |20220528|182414|020|676|0|30300090|130010005|130759205|1|20220528|171724|8002411|20220528|183610|8001641|1|1250|0|      |20220528|20220528|0603|2022-06-08 07:02:41
